user_id,session_duration,transaction_amount,ip_address,device_type,location,number_of_failed_logins,label
user_0330,2851.4406695517287,16.513998742726272,104.213.239.34,mobile,FR,0.0,0.0
user_0331,17.34602790654418,1366.7529283205067,15.157.203.188,tablet,BR,7.0,1.0
user_0332,3578.5721481178634,27.967595000377113,189.200.77.84,mobile,US,1.0,0.0
user_0333,1030.556129482635,314.5915039981578,170.79.212.216,mobile,CA,0.0,0.0
user_0334,1749.3010312583597,278.36908936438806,204.147.142.24,desktop,UK,1.0,0.0
user_0335,1775.2658117342528,65.6497982960268,207.39.141.92,desktop,US,0.0,0.0
user_0336,2315.9618419648705,167.13576575307292,187.212.150.42,mobile,UK,2.0,
user_0337,601.9658004021154,121.76962423335743,21.30.159.147,desktop,US,0.0,0.0
user_0338,3592.8705257909983,440.3706844662484,97.70.46.83,tablet,FR,,0.0
user_0339,2128.5035003236367,333.05468683784835,100.60.157.32,desktop,US,0.0,0.0
user_0340,2024.7416772246286,306.6844451522688,54.222.117.168,desktop,,0.0,0.0
user_0341,1244.8274395573578,170.49640037916402,192.164.142.254,tablet,FR,1.0,
user_0342,214.43718142186972,132.54137486991738,225.220.115.203,mobile,FR,1.0,0.0
user_0343,3592.3012006414756,166.07011303107788,17.184.187.97,desktop,CA,0.0,
user_0344,1885.4243916496791,47.915214433053386,7.57.37.215,mobile,UK,0.0,0.0
user_0345,5470.519119043235,17.6724201876699,253.147.125.123,desktop,IN,4.0,1.0
user_0346,6437.061634089004,,136.65.90.217,mobile,CA,10.0,1.0
user_0347,495.30997644429914,381.14354946053584,169.49.8.72,desktop,,0.0,0.0
user_0348,6147.624864774846,3314.9221262491465,123.127.210.44,desktop,IN,5.0,1.0
user_0349,5.367961934663963,3516.61190409372,204.184.137.43,mobile,FR,7.0,
user_0350,3584.4482804147533,302.00052756487935,38.116.245.253,desktop,UK,1.0,0.0
user_0351,2608.854451048593,64.1390878277561,,mobile,CA,2.0,0.0
user_0352,246.73787321254133,406.6215262311336,68.25.50.138,mobile,UK,1.0,0.0
user_0353,22.498847304403288,92.17536292819742,89.233.79.197,desktop,RU,5.0,1.0
user_0354,1917.1197442496498,393.6193597194377,171.61.46.184,desktop,FR,0.0,0.0
user_0355,3427.9412637697583,,66.75.23.230,desktop,,2.0,0.0
user_0356,,488.11247240985523,144.43.149.85,desktop,RU,1.0,0.0
user_0357,4593.947063862517,1716.3020681439152,150.67.106.206,desktop,US,3.0,1.0
user_0358,5090.092398626461,52.818832298078064,39.71.202.4,tablet,AU,3.0,1.0
,3807.2018942712903,77.32852149624583,68.229.61.113,tablet,FR,6.0,1.0
,2452.5499595939023,287.95989779476747,198.1.30.226,desktop,,,0.0
,1126.3314668119856,268.01480979426105,24.206.7.88,,US,0.0,0.0
user_0362,310.2214684990163,341.72153054613733,183.235.117.187,mobile,FR,1.0,0.0
user_0363,2322.905706794644,366.0081084392553,43.186.107.106,desktop,US,0.0,0.0
user_0364,5246.139765804118,1932.8975409889133,99.78.244.13,mobile,,3.0,1.0
user_0365,3517.287306846183,170.14737190288298,155.59.237.16,mobile,UK,2.0,0.0
,,1945.6196587727948,178.237.197.152,tablet,,8.0,1.0
user_0367,5456.552107809888,3257.3075987649795,27.10.213.31,,IN,4.0,1.0
user_0368,2054.587183911987,45.47486399498569,175.23.101.158,desktop,CA,,0.0
user_0369,1096.0161430559297,167.742793147208,212.205.136.33,desktop,,0.0,0.0
user_0370,2290.0894152175492,137.37109562168143,33.135.62.26,mobile,US,0.0,
,4435.039218710826,3078.785221294036,49.91.255.43,mobile,BR,5.0,1.0
user_0372,656.7889986404626,458.7382928624517,65.49.128.84,mobile,IN,0.0,0.0
user_0373,689.8438964963849,18.686818451601077,165.168.80.27,desktop,UK,1.0,0.0
user_0374,12.840762874104646,12.478521404551412,111.120.45.46,desktop,FR,3.0,1.0
user_0375,1789.782050196426,174.0239207842603,27.139.93.209,mobile,US,0.0,0.0
user_0376,543.8632294595427,,234.110.68.4,,US,1.0,0.0
user_0377,1963.167438556449,199.31873331366484,213.246.34.251,desktop,RU,2.0,0.0
user_0378,3597.405356868033,46.73830625384033,232.191.238.101,mobile,US,2.0,0.0
user_0379,2939.4630158430064,422.06000507955696,253.186.178.13,mobile,UK,2.0,0.0
user_0380,1108.1698849309785,182.60948340884474,21.182.245.36,desktop,,0.0,0.0
user_0381,1806.3191347049933,278.34955542940907,11.6.203.69,,DE,1.0,0.0
user_0382,,145.66742345493483,42.151.187.249,tablet,UK,1.0,0.0
user_0383,902.6901652501278,303.58322763367124,184.38.151.13,mobile,US,2.0,0.0
user_0384,873.9706873732505,449.07683771505754,214.38.28.47,desktop,UK,1.0,0.0
user_0385,567.3960390453883,197.51065292076512,200.130.208.28,tablet,US,1.0,0.0
user_0386,2981.1097264094983,149.72011967787734,41.95.145.145,tablet,US,2.0,0.0
user_0387,3594.659403187237,220.41421321809904,175.44.93.100,desktop,US,,0.0
user_0388,2786.816430832981,266.0373109533654,192.65.30.169,desktop,US,1.0,0.0
user_0389,811.7766664810232,169.9369246029936,25.75.204.148,mobile,US,0.0,0.0
user_0390,1842.8262106674124,166.8090311766361,215.179.51.247,desktop,UK,2.0,0.0
user_0391,1043.7352347341312,53.91616665517907,101.44.216.73,tablet,CA,0.0,0.0
user_0392,1191.1043612181309,68.63666473635703,177.94.254.65,desktop,DE,1.0,0.0
user_0393,,,123.246.7.79,desktop,US,2.0,0.0
,1815.4345137489145,54.55387734017255,134.62.61.157,mobile,JP,1.0,0.0
user_0395,5476.7591183756185,3402.9437393913577,247.201.49.61,mobile,JP,8.0,1.0
user_0396,2609.92703658396,374.12901535952676,225.156.180.129,desktop,JP,2.0,0.0
user_0397,1314.7458258940799,289.6010879770055,26.197.169.89,mobile,BR,1.0,0.0
user_0398,2820.468921495243,390.11131073813345,222.171.246.172,desktop,JP,2.0,0.0
user_0399,,63.35145142933357,,mobile,UK,0.0,0.0
,2028.267056155024,446.3859214905262,189.71.80.174,desktop,BR,,0.0
user_0401,182.2288074121944,493.69159182887694,,desktop,FR,2.0,0.0
user_0402,1363.6542255014851,350.9575621773759,40.48.193.170,,US,0.0,0.0
user_0403,,,228.82.198.239,desktop,CA,0.0,0.0
user_0404,570.9103836864311,66.53110129713382,219.69.236.81,,CA,2.0,0.0
,2873.467644886864,,61.22.224.235,mobile,US,,0.0
user_0406,,264.2684705998913,172.71.60.100,desktop,US,1.0,0.0
user_0407,1662.719444954491,39.18765377130053,228.209.57.77,mobile,UK,2.0,0.0
user_0408,,3092.919936847533,227.111.32.153,desktop,FR,6.0,1.0
user_0409,4262.715589931455,1265.4621902252102,108.29.199.70,mobile,CA,9.0,1.0
user_0410,3074.303413364707,38.50403074644818,245.139.113.119,desktop,RU,2.0,0.0
user_0411,2585.8180410371756,469.6718959494571,44.68.32.70,mobile,US,2.0,0.0
user_0412,1583.9857674261034,397.33892943919324,191.26.115.10,desktop,UK,1.0,0.0
user_0413,213.9840809347917,438.7506416220883,214.197.17.98,desktop,US,0.0,0.0
user_0414,2855.275364930706,416.81466215483704,171.74.194.160,mobile,US,2.0,0.0
user_0415,2716.310757873633,144.83164536090246,119.237.108.199,desktop,US,1.0,0.0
user_0416,3071.3192726659217,132.5953143643679,52.48.189.97,desktop,UK,1.0,0.0
,23.06173179345478,1090.0860956945683,59.149.235.246,mobile,IN,4.0,1.0
user_0418,3695.6487160848806,98.51529023504698,245.122.200.187,mobile,FR,3.0,1.0
,4.5020942298563025,1699.5898026002264,107.93.19.105,mobile,US,3.0,
user_0420,2692.743313864509,345.6756324497811,,desktop,UK,0.0,0.0
user_0421,3380.7795600473287,346.0414523365076,184.227.1.174,desktop,FR,2.0,0.0
user_0422,246.91397397667518,300.46159474741364,69.101.186.223,,IN,0.0,0.0
user_0423,3135.5833893615686,386.32269803863596,118.197.231.96,desktop,,1.0,0.0
user_0424,3227.9111147693093,326.01526290666703,78.82.177.37,tablet,UK,2.0,0.0
user_0425,4908.480715132271,61.76591093114182,62.251.51.219,mobile,IN,6.0,1.0
user_0426,779.005000063784,388.50849819433984,,desktop,US,1.0,0.0
user_0427,3192.555565027971,155.5115649413795,75.115.253.211,mobile,FR,0.0,0.0
user_0428,824.7739408225685,16.362096896215682,76.39.223.110,desktop,US,2.0,0.0
user_0429,784.4900565605162,331.54881859402076,59.50.196.10,mobile,UK,0.0,0.0
user_0430,2088.6640872742355,,215.80.255.203,desktop,CA,1.0,0.0
user_0431,2997.733048185237,98.00374854730175,112.233.246.41,tablet,BR,2.0,0.0
user_0432,1987.6122358674859,18.7260299667662,76.69.158.130,desktop,IN,0.0,
user_0433,1555.9189060660472,116.54688679323368,222.115.150.129,desktop,US,1.0,0.0
user_0434,1721.6878690039362,421.4982105020056,237.131.146.82,desktop,CA,1.0,0.0
user_0435,1664.9932442984705,62.768042226467294,187.64.20.191,tablet,UK,1.0,0.0
user_0436,4580.2701541919805,4118.052855277159,177.229.52.57,desktop,AU,9.0,1.0
user_0437,1418.398125757036,227.4710815637372,153.61.101.166,desktop,FR,0.0,0.0
user_0438,1126.1483551447834,92.15415079729318,32.69.130.135,desktop,US,1.0,0.0
user_0439,386.9053721534765,361.35840351377794,,mobile,CA,0.0,0.0
,1103.9526189948417,238.2778387799797,211.104.169.254,mobile,US,0.0,0.0
user_0441,8.901011451662313,3985.8769360827137,169.143.21.252,desktop,DE,10.0,1.0
user_0442,2480.0481169812138,242.12088329740698,127.222.155.39,mobile,,1.0,0.0
user_0443,70.4589375349608,,193.175.98.84,desktop,FR,1.0,0.0
user_0444,1352.1302456466838,95.59442305535785,,desktop,JP,1.0,0.0
user_0445,1325.5566649437303,120.1377351061394,246.5.76.252,desktop,US,0.0,0.0
user_0446,2666.8895948150603,218.93249290644917,169.44.92.182,desktop,CA,1.0,0.0
user_0447,1067.2714174922148,24.812244034606362,37.255.230.9,desktop,US,1.0,0.0
user_0448,1010.350070921734,305.97280401844455,48.158.254.173,desktop,US,,0.0
user_0449,28.651668776038562,3320.8517207800373,143.141.124.220,desktop,RU,9.0,
user_0450,1648.8759266141794,51.211994822312526,220.87.139.115,desktop,BR,0.0,0.0
user_0451,4547.540857501396,2680.7360090898587,130.168.142.12,tablet,US,6.0,1.0
,5010.459404498932,34.12722556829396,214.180.169.81,,US,5.0,1.0
user_0453,926.1434218561299,171.1290923427988,220.22.252.175,mobile,UK,1.0,0.0
user_0454,930.9812164304146,486.02682178901557,166.245.18.48,,CA,2.0,0.0
user_0455,,4251.449654765795,116.207.58.55,,BR,4.0,1.0
user_0456,2480.0221052199895,306.3081941790879,239.16.141.23,mobile,FR,2.0,0.0
user_0457,2842.0426318169625,295.7545234292466,63.195.56.91,desktop,RU,0.0,0.0
user_0458,13.3561611109374,62.29547509340494,114.62.75.130,mobile,UK,7.0,1.0
,2666.7942172974463,37.017370576796836,31.128.221.168,desktop,US,2.0,0.0
user_0460,2897.1703476989924,356.40478023049246,55.89.161.152,mobile,US,2.0,0.0
user_0461,1152.292679252128,285.6595848658701,46.117.100.222,desktop,UK,0.0,
user_0462,1557.6242782601103,174.47612179281296,174.25.3.123,desktop,FR,1.0,
user_0463,2043.6835195696888,409.95290098637423,45.173.146.246,desktop,,1.0,0.0
user_0464,2865.881545856434,460.62256239327786,33.186.3.40,mobile,CA,0.0,0.0
user_0465,4415.572709548941,43.167149850503584,66.105.254.41,desktop,,8.0,1.0
user_0466,3394.115096528173,239.92299878044687,191.125.37.142,desktop,DE,0.0,0.0
user_0467,2434.8625983715547,362.248800833585,138.175.249.99,desktop,US,2.0,0.0
user_0468,1269.8996092324803,428.7179037120573,252.235.12.129,mobile,UK,1.0,0.0
user_0469,,57.869257559093,207.49.183.56,mobile,RU,4.0,1.0
user_0470,1548.9761104112044,185.03279170732606,180.165.198.133,desktop,CA,0.0,0.0
user_0471,10.912916120009548,76.03049244543693,31.207.55.72,tablet,,6.0,1.0
user_0472,1479.9902338067275,94.44647970645796,157.34.245.187,tablet,UK,2.0,0.0
user_0473,,353.285552215937,197.145.205.88,desktop,US,0.0,0.0
user_0474,86.32679478332335,227.94508973207851,53.130.167.50,desktop,US,0.0,0.0
user_0475,4514.6965410040075,1498.455800458662,83.239.81.101,,JP,3.0,1.0
user_0476,774.1646702498526,322.0314095999753,34.165.172.227,mobile,US,1.0,0.0
user_0477,1768.6674383731483,407.69838846269164,241.234.193.239,desktop,UK,0.0,0.0
user_0478,283.5652969776826,220.42373217706808,77.55.217.101,mobile,US,0.0,0.0
user_0479,1062.3603752871177,486.09127888254864,107.232.111.113,mobile,FR,1.0,
user_0480,19.269898423331515,2368.3253136305893,222.255.12.64,mobile,UK,9.0,
user_0481,1299.5893879549164,402.9201107013746,76.144.199.111,desktop,CA,0.0,0.0
user_0482,3361.98781772543,445.20043475114005,177.166.118.11,desktop,US,2.0,0.0
user_0483,,4972.932146242967,169.131.193.124,mobile,DE,9.0,1.0
user_0484,1551.0463942182403,108.98251569368418,75.93.203.209,tablet,RU,2.0,0.0
user_0485,1066.18773809429,260.5035502661511,,desktop,US,0.0,0.0
user_0486,483.8365975281983,434.8491073186155,121.213.72.76,tablet,UK,0.0,0.0
user_0487,3.2045442538254596,4281.0685362491595,6.41.125.43,mobile,FR,7.0,1.0
user_0488,1396.9810813796869,43.26436682499112,37.31.156.85,mobile,IN,2.0,0.0
user_0489,3.2584389761306634,1775.3878834287725,140.1.220.54,tablet,IN,7.0,1.0
user_0490,1726.668715519717,335.87217206057875,121.156.111.250,mobile,US,1.0,0.0
user_0491,914.0135053749016,384.33957467170706,99.96.229.76,desktop,US,0.0,0.0
user_0492,1040.23075955886,240.42075512631766,209.66.160.184,desktop,US,1.0,0.0
user_0493,2211.27289897696,362.6211060772109,244.5.76.244,desktop,CA,1.0,0.0
user_0494,435.4545216426462,204.23727180686066,140.63.139.163,mobile,US,1.0,0.0
user_0495,,89.32089618180252,,tablet,FR,8.0,1.0
user_0496,1208.0977393658466,127.6428650715505,197.227.58.82,mobile,JP,1.0,0.0
user_0497,1804.7126924727822,412.8061535398404,,tablet,UK,2.0,0.0
user_0498,2193.575663155758,371.367759529063,35.69.175.161,desktop,JP,0.0,0.0
user_0499,3151.8562144961875,321.62469044178874,58.28.187.88,desktop,US,1.0,0.0
user_0500,795.8501205069634,249.2253074860315,56.201.223.176,desktop,CA,2.0,0.0
user_0501,3640.3965717398264,56.74624857117446,206.148.93.75,mobile,RU,7.0,1.0
user_0502,2928.884575615376,90.00499393306578,127.179.169.45,desktop,DE,2.0,0.0
user_0503,1746.4457441095408,489.58615379487776,191.31.97.187,desktop,IN,2.0,0.0
user_0504,1527.2244505010992,451.9037201718935,26.101.22.173,tablet,DE,2.0,0.0
user_0505,3468.592989288879,166.3716053625433,69.205.43.79,desktop,US,2.0,0.0
user_0506,413.11577759732114,48.170892253996115,141.194.137.68,tablet,DE,1.0,0.0
,486.15389089464696,351.5116189557807,234.181.233.195,desktop,DE,2.0,0.0
user_0508,2821.619856164629,45.60199512203731,61.181.175.242,,FR,0.0,0.0
user_0509,2753.7171653723362,59.502758546596766,255.114.212.152,desktop,US,0.0,0.0
user_0510,17.443811001780574,2169.2966478506864,119.219.117.33,desktop,DE,3.0,1.0
user_0511,1876.6170611488938,103.00111502227615,236.151.110.190,desktop,US,1.0,0.0
user_0512,2296.212719177481,308.81295884470813,103.65.227.238,mobile,CA,2.0,0.0
user_0513,623.5907232532153,117.71769677637123,101.1.209.179,mobile,US,0.0,0.0
user_0514,5836.362622657665,52.036354528535,107.14.230.222,mobile,FR,10.0,1.0
user_0515,3505.6380225641537,111.12733965439989,114.247.179.6,desktop,US,,0.0
user_0516,3446.2213481333747,329.3511922206419,250.159.50.83,desktop,,0.0,
user_0517,1915.9890409025852,316.270846414649,196.238.16.33,mobile,BR,2.0,0.0
user_0518,2983.5057077483584,492.3382141005649,4.104.53.47,mobile,FR,2.0,
user_0519,1087.9758831472877,448.064835974959,103.100.230.220,mobile,DE,1.0,0.0
user_0520,3315.061912062599,413.00564923013934,239.60.201.175,desktop,UK,2.0,0.0
user_0521,2247.300938170537,169.79817652478818,228.178.234.0,desktop,US,,0.0
user_0522,914.5677002104643,45.25527884981644,52.53.30.3,tablet,UK,2.0,0.0
user_0523,2644.610140971519,233.01324762938316,153.13.254.69,mobile,US,2.0,0.0
user_0524,7029.712869751063,,217.63.22.141,mobile,BR,8.0,1.0
user_0525,2236.8762094181016,206.99841628984097,77.140.133.50,desktop,BR,2.0,0.0
user_0526,26.84357451214134,58.6784436381002,57.0.190.77,tablet,RU,8.0,1.0
user_0527,1404.0127578603651,139.30320675320178,26.220.226.210,desktop,CA,2.0,0.0
user_0528,25.459782644973686,1144.157684527192,157.27.141.183,,FR,5.0,1.0
user_0529,418.19252501815885,278.96319618528855,27.33.82.36,desktop,JP,1.0,
user_0530,2719.3382211127096,24.282692710471267,146.123.134.209,desktop,IN,0.0,0.0
user_0531,789.303767886133,132.78606936258382,81.172.59.193,tablet,US,0.0,0.0
user_0532,247.3025511641035,,245.30.91.63,desktop,JP,0.0,0.0
user_0533,2091.314327396771,65.1477477803679,95.198.43.175,mobile,UK,0.0,0.0
user_0534,28.05229518859587,1737.7010699894035,30.162.232.117,mobile,BR,5.0,1.0
,7.732335887905796,2225.8920542065653,99.131.82.71,desktop,AU,9.0,1.0
user_0536,3579.652335576849,253.27856910049255,,mobile,CA,0.0,0.0
user_0537,642.8057125451559,190.4947971579997,186.210.31.83,desktop,UK,1.0,
user_0538,433.03568730298593,415.512823278943,27.19.173.91,desktop,BR,2.0,0.0
user_0539,3579.7516425424546,483.995963013811,81.54.129.62,desktop,US,,0.0
user_0540,1253.2865821901555,115.59305992981025,173.135.64.117,desktop,US,2.0,0.0
user_0541,2895.3236272673844,402.6402063210061,178.234.152.33,desktop,AU,0.0,0.0
user_0542,17.056078772841797,7.803510036329042,155.211.28.180,tablet,,6.0,1.0
user_0543,1232.8807103979543,44.24620551165379,228.200.253.192,mobile,DE,2.0,0.0
user_0544,2219.605721611547,167.14776295516722,222.145.160.95,mobile,UK,0.0,0.0
user_0545,22.60880662397887,2100.91751482488,145.182.239.218,mobile,FR,3.0,1.0
user_0546,2596.3950850024075,468.51159593631394,95.64.171.146,mobile,UK,1.0,0.0
user_0547,1137.2714109306737,447.2668218064685,101.200.215.227,desktop,UK,0.0,0.0
user_0548,1200.1026085087499,132.2291704363393,244.108.174.60,desktop,CA,1.0,0.0
user_0549,,408.5377601816503,,mobile,UK,2.0,0.0
user_0550,473.7733332914152,63.385246368592504,50.2.197.157,mobile,CA,2.0,0.0
user_0551,3128.4876185263147,314.8415746598518,18.105.97.139,mobile,US,1.0,0.0
user_0552,234.64100078253293,438.0084186204161,239.114.28.103,desktop,CA,0.0,0.0
,,360.9779370549938,47.147.254.208,mobile,,1.0,0.0
,491.067129874995,,100.190.16.177,mobile,US,2.0,0.0
user_0555,2672.3393761821376,195.57985442283024,213.243.214.8,desktop,JP,2.0,0.0
user_0556,648.5189243330977,220.89511431689562,20.18.98.159,desktop,US,2.0,0.0
user_0557,28.235485804216804,4677.832490538485,133.10.208.16,mobile,JP,4.0,
user_0558,,75.54188762507007,206.74.178.3,desktop,RU,3.0,1.0
user_0559,1406.119748416843,464.6445631794193,245.191.35.58,tablet,UK,2.0,0.0
user_0560,5778.405405749687,4062.576303192423,135.239.39.91,tablet,AU,10.0,
,2130.1563962246073,319.8680436983693,112.16.134.221,mobile,,1.0,0.0
user_0562,2135.639720088757,277.3610422424151,82.72.77.122,tablet,,1.0,0.0
user_0563,2091.7237107763317,204.92883170615048,118.132.222.10,desktop,DE,2.0,0.0
user_0564,5020.165376872769,92.22905933015703,213.64.21.68,desktop,UK,8.0,1.0
user_0565,1949.2584777853142,,111.33.20.178,mobile,,1.0,0.0
user_0566,4902.249719863268,95.87054973709489,98.22.182.169,tablet,IN,10.0,
user_0567,3189.6931292178515,237.0408491960008,227.163.79.208,mobile,IN,1.0,0.0
user_0568,,495.82975036584617,70.143.115.140,desktop,US,1.0,0.0
user_0569,2464.770009650971,19.371312023855417,250.140.90.178,mobile,US,0.0,
user_0570,273.12546542511893,373.220355112506,231.191.183.190,mobile,UK,1.0,0.0
user_0571,2266.230395962105,93.13941221905047,32.118.207.33,mobile,UK,2.0,0.0
,1738.9263811020146,,64.226.174.26,mobile,UK,0.0,0.0
user_0573,25.24458682197388,42.30516538464727,165.143.25.121,tablet,BR,4.0,1.0
user_0574,2098.4694261149943,129.83012828918538,253.24.152.60,mobile,FR,0.0,0.0
user_0575,1376.0641302220258,325.28652945637253,91.183.9.209,desktop,,0.0,0.0
user_0576,,425.31715702428164,235.217.211.144,desktop,US,0.0,0.0
user_0577,,351.0523372191269,139.216.243.127,mobile,US,,0.0
user_0578,1293.417711643219,215.47238631176427,247.68.48.6,desktop,US,1.0,0.0
user_0579,,4964.775381484631,138.112.50.67,mobile,IN,4.0,1.0
user_0580,2463.748202285809,432.25135614837455,141.226.182.187,desktop,CA,0.0,0.0
user_0581,6772.23256031983,18.510129437973923,232.121.4.131,mobile,,8.0,1.0
user_0582,2731.6410571512592,384.6480938429314,55.33.249.125,mobile,CA,1.0,0.0
user_0583,1320.8151395276348,417.67963290793296,176.140.80.241,,US,1.0,0.0
user_0584,2655.729554786739,121.64024292194578,251.245.163.91,mobile,US,0.0,0.0
user_0585,313.7694834854848,163.7458605542614,96.71.233.79,mobile,US,2.0,0.0
user_0586,12.005626135013367,1959.7340200486167,158.155.32.50,tablet,DE,6.0,1.0
user_0587,3653.586400188646,3866.679867812809,165.152.151.148,mobile,FR,,1.0
user_0588,27.35006486475975,4623.9219172601,137.81.131.225,mobile,DE,4.0,1.0
user_0589,907.2027752533792,462.6972279470705,128.220.227.108,tablet,AU,0.0,0.0
user_0590,2422.618291070981,160.38161844664114,1.182.197.186,mobile,UK,,0.0
user_0591,15.734404598076136,1692.4885369857532,239.199.138.181,mobile,US,9.0,1.0
,3320.6639578104428,361.72825354688723,230.71.104.231,desktop,US,2.0,0.0
user_0593,856.4533816343405,311.65236088680746,152.173.148.60,tablet,DE,1.0,0.0
user_0594,,186.69768692714786,173.200.5.52,tablet,AU,1.0,
,1584.3250363196175,80.46780445732695,242.75.69.243,desktop,US,1.0,0.0
user_0596,1204.084152192828,42.10923839399079,133.104.89.238,mobile,,1.0,0.0
user_0597,3710.5485876640455,2964.229029607868,149.1.100.123,tablet,DE,9.0,1.0
user_0598,3027.0166579618176,379.1554897119219,103.146.55.127,mobile,US,1.0,0.0
user_0599,3392.1251486159704,173.40041151260894,193.238.25.208,mobile,FR,1.0,0.0
user_0600,1868.4348945581746,36.53076165141485,59.118.179.113,desktop,DE,1.0,0.0
user_0601,1142.4004596947243,430.28036530143646,207.92.57.88,desktop,US,2.0,0.0
user_0602,855.4761822690302,212.2535887315658,95.246.6.212,desktop,AU,0.0,0.0
user_0603,1977.0502457641492,478.36692263314933,197.0.106.234,desktop,DE,0.0,0.0
user_0604,1220.0758527370629,248.7228132927494,191.237.32.125,mobile,IN,2.0,0.0
user_0605,7192.469829990537,2050.1400059828393,146.85.215.212,mobile,CA,,1.0
user_0606,1256.86214524845,,169.4.184.201,desktop,DE,2.0,0.0
user_0607,60.36809566476362,479.03494295066815,,mobile,US,0.0,0.0
user_0608,1101.7777048750063,489.8153487888997,164.175.127.92,mobile,UK,1.0,0.0
user_0609,1430.4952256660863,108.16523151338536,22.109.192.29,mobile,CA,0.0,0.0
user_0610,2867.2669318352437,238.67415748053196,162.78.254.60,mobile,US,2.0,0.0
user_0611,4994.824985488863,27.54358619120607,42.38.222.248,tablet,,4.0,1.0
user_0612,3504.0392046101656,18.972204651479764,174.49.186.33,mobile,,0.0,0.0
user_0613,,169.70008129565318,182.115.135.237,desktop,FR,1.0,0.0
user_0614,350.88623307729216,105.4251940031355,235.64.78.23,desktop,US,2.0,0.0
user_0615,6163.058510524647,43.08159054038536,196.15.255.194,desktop,RU,6.0,1.0
user_0616,2079.2124785349793,279.3614049625724,239.49.171.157,desktop,AU,,0.0
user_0617,3540.14102674426,461.858722531409,231.136.0.151,desktop,US,0.0,0.0
user_0618,416.22171569424836,487.69466733459205,230.202.152.176,tablet,US,2.0,0.0
user_0619,2088.08392584556,58.0662731255894,247.15.178.241,mobile,US,2.0,0.0
user_0620,3439.035161496701,445.04316968495016,24.13.221.238,mobile,RU,1.0,0.0
user_0621,,494.4931375317706,1.116.79.246,mobile,JP,0.0,0.0
user_0622,454.5151881888432,459.8608474712717,5.175.23.185,desktop,US,1.0,0.0
user_0623,325.93484665804306,135.35026488841328,58.163.27.187,desktop,US,1.0,0.0
user_0624,1144.6589010063658,135.9937999732631,235.25.69.93,desktop,UK,1.0,0.0
user_0625,2558.9080083882163,20.736131669100985,148.18.74.29,mobile,US,2.0,0.0
,3008.982006743766,257.84531279628885,198.20.216.203,desktop,UK,2.0,0.0
user_0627,11.881093136986681,1340.8579991832887,227.234.236.23,mobile,BR,7.0,
user_0628,2813.240485384193,400.55251335041555,211.193.130.239,tablet,US,0.0,0.0
user_0629,3294.1084170629724,331.20821040201986,249.134.180.5,mobile,DE,,0.0
user_0630,1125.0913529028057,424.6407669848935,238.213.136.171,desktop,FR,0.0,0.0
user_0631,550.8635986250438,451.9256638230476,190.253.65.68,mobile,FR,0.0,0.0
,3288.368790014123,228.44395257607815,21.22.246.63,desktop,US,1.0,0.0
user_0633,2258.681160348137,86.71730958157166,207.78.192.51,desktop,,0.0,0.0
user_0634,3579.0569686719973,406.9986566389715,151.107.207.2,mobile,US,2.0,0.0
user_0635,1554.5865746046427,96.07541352642227,241.194.159.87,desktop,JP,1.0,0.0
user_0636,27.972803177456587,4929.082710614989,40.63.144.174,mobile,AU,3.0,1.0
user_0637,3277.8412664380894,177.58174505688146,61.251.23.238,,US,1.0,0.0
user_0638,982.5774953829044,57.84287068609821,167.209.55.77,mobile,,1.0,0.0
user_0639,1445.7908051183551,194.68978856693275,68.17.200.217,desktop,UK,1.0,0.0
user_0640,2497.2190723954186,284.6034509782478,43.111.26.117,desktop,UK,1.0,0.0
user_0641,1987.7644953912402,60.77844353041503,240.199.156.11,desktop,FR,1.0,0.0
user_0642,1581.0772892346647,,,desktop,US,1.0,0.0
user_0643,12.944702839417795,83.3880785152863,46.133.242.248,tablet,FR,8.0,1.0
user_0644,1380.6546149183835,327.4417456874163,114.58.208.165,desktop,JP,0.0,0.0
user_0645,3492.3627340996304,368.8933163034793,241.179.119.72,tablet,UK,0.0,0.0
user_0646,3208.5522642217957,327.79584507333334,135.202.84.129,mobile,,1.0,
user_0647,2352.394340837279,277.59952954672747,4.212.142.202,mobile,DE,2.0,
user_0648,2899.7870768279595,364.1462898693536,255.235.64.88,desktop,UK,0.0,0.0
user_0649,412.32928684825833,119.90703567735417,153.165.246.163,mobile,US,1.0,0.0
user_0650,1204.6379080215497,265.08323196196875,248.115.122.172,desktop,US,0.0,0.0
user_0651,3510.8060937176524,460.5607365221844,185.40.72.218,,DE,0.0,0.0
user_0652,1325.6000435322958,462.6094767024285,67.190.25.164,mobile,US,1.0,0.0
user_0653,2904.9410483747906,,160.109.75.235,desktop,DE,2.0,0.0
user_0654,1573.1687894804452,198.89216238098965,62.190.248.21,,US,2.0,0.0
user_0655,3497.587072759133,67.17646175901294,17.177.94.199,mobile,US,2.0,0.0
,422.92089614314335,46.74044519370501,237.5.63.177,,US,1.0,0.0
user_0657,4397.290210775427,4195.326895955285,16.206.5.125,desktop,BR,3.0,1.0
user_0658,379.0404731557592,108.33086170545697,165.82.208.217,mobile,CA,2.0,0.0
user_0659,607.9648024135785,316.1280548445745,36.128.210.237,desktop,IN,1.0,0.0
user_0660,2871.9280029934866,209.42222395137162,,mobile,DE,1.0,0.0
user_0661,1720.1746426385737,48.04921780085914,31.240.75.17,desktop,US,1.0,0.0
